project,#u_classes,#d_classes,#uv_classes,#dv_classes,#u_sloc,#d_sloc,#uv_classes_sloc,#dv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4
mguillem.JSErrorCollector,1,250,0,2,53,6194,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
abelaska.jedis-lock,2,50,0,2,104,9612,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
mpetersen.aes-example,2,86,0,0,98,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitre.HTTP-Proxy-Servlet,2,467,0,10,318,15507,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
tdunning.anomaly-detection,2,1106,0,31,82,38987,0,3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,38,0,0,0,4
Netflix.curator,3,168,0,3,90,3049,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
RedisLabs.redis-quartz,3,981,0,30,1120,44121,0,4629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,111
slugify.slugify,3,1383,0,64,142,57124,0,7078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,60,0,0,0,26
clohfink.RendezvousHash,3,1874,0,5,95,35189,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2
wuman.JReadability,4,208,0,0,204,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToastShaman.dropwizard-auth-jwt,4,231,0,8,122,6735,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,22,0,0,0,4
mitreid-connect.json-web-key-generator,4,2036,0,7,107,39429,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
zheludkovm.LinuxJavaFixes,5,366,0,25,150,19243,0,3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,37,0,0,0,1
maciejzaleski.JMeter-WebSocketSampler,5,663,1,9,648,28313,283,1331,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
robinst.git-merge-repos,5,1254,0,31,282,42855,0,3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,0,0,0,0
simplicityitself.Mongo-Tomcat-Sessions,5,4652,1,390,319,251872,233,93955,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,97,0,1,3,244,0,0,0,400
beyondj2ee.flumeng-kafka-plugin,5,15375,0,159,115,231317,0,37244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,323,0,0,0,10
organicveggie.metrics-statsd,6,102,0,1,159,2647,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
isrsal.spring-mvc-logger,6,137,0,2,146,7972,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
SINTEF-9012.JArduino,6,171,0,4,191,4448,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
rstoyanchev.spring-mvc-chat,6,3003,0,91,99,101991,0,10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,156,0,0,0,7
trung.InMemoryJavaCompiler,7,23,1,1,143,868,63,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Moocar.logback-gelf,7,369,0,18,400,11359,0,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,12
HolmesNL.kafka-spout,7,1261,0,435,260,82427,0,8062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,7
andriusvelykis.reflow-maven-skin,8,482,0,4,465,18226,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
justinsb.jetcd,8,1849,0,6,330,36262,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
healthonnet.hon-lucene-synonyms,8,2758,1,77,313,86771,62,11339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,69,0,0,0,6
rtyley.roboguice-sherlock,9,119,0,8,427,2337,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,6
qmx.jitescript,9,166,0,2,1675,12468,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
zznate.hector-examples,9,1012,0,27,190,42458,0,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,32,0,0,0,3
afawcett.githubsfdeploy,9,2021,0,49,181,55116,0,4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,0,0,0,7
gwenn.sqlite-dialect,9,4474,0,164,129,148385,0,24447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,278,0,0,0,27
arimus.jmimemagic,10,122,0,4,673,7269,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0
huaban.jieba-analysis,10,217,1,1,495,15355,30,247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
michaelisvy.hibernate-4-spring-3.1-samples,10,1646,0,43,260,45592,0,4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,70,0,0,0,9
pac4j.spring-security-pac4j,10,2325,0,38,407,88267,0,4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,7
swagger-api.validator-badge,10,4816,0,62,328,130829,0,7947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,6,97,0,0,0,18
ptgoetz.storm-signals,10,13014,0,163,200,298006,0,20017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,273,0,0,0,44
rtyley.android-screenshot-lib,11,141,0,6,228,6525,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
square.burst,11,233,2,3,320,5722,89,67,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
jingwei.cleo-primer,11,1097,2,17,363,36633,142,1163,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
apache.oltu,11,1866,0,46,506,47627,0,4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,73,0,0,0,10
thoqbk.traprange,11,2726,0,24,364,77278,0,2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,55,0,0,0,4
medcl.elasticsearch-analysis-stconvert,11,5488,0,165,304,177031,0,16117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,270,0,0,0,5
dvdme.forecastio-lib-java,12,20,0,1,844,1016,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
bujiio.buji-pac4j,13,253,0,1,437,8434,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ua-parser.uap-java,13,729,0,9,313,20897,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3
nurkiewicz.spring-data-jdbc-repository,13,1970,2,59,573,57140,312,5380,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,69,0,0,0,24
uaihebert.uaicontacts,13,5075,0,149,414,136152,0,14030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,247,0,0,0,35
medcl.elasticsearch-analysis-pinyin,13,5488,0,165,397,177031,0,16117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,272,0,0,0,5
tomdz.storm-esper,13,5973,0,228,238,119348,0,21931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,1,440,0,0,0,55
fluent.fluent-logger-java,14,215,2,9,497,9706,155,790,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6
karussell.snacktory,14,503,0,11,1012,13531,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3
spinscale.elasticsearch-opennlp-plugin,14,7675,0,274,262,220099,0,26471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,431,0,0,0,16
hertzsprung.hamcrest-json,15,51,0,0,180,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dieselpoint.norm,15,163,1,4,678,7283,147,694,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,5
smacke.jaydio,15,418,0,17,1154,16614,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4
wstrange.GoogleAuth,15,562,0,10,482,19484,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
Atmosphere.atmosphere-play,15,648,1,11,493,18266,65,2284,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,5
thymeleaf.thymeleafexamples-stsm,15,4463,3,111,368,133098,109,9580,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,154,0,0,0,22
zenobase.geocluster-facet,15,8925,0,236,450,257360,0,25965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,405,0,0,0,13
taylorleese.google-app-engine-jappstart,15,9915,1,644,618,233589,50,34082,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,245,0,0,0,1348,0,0,0,32
richmidwinter.google-api-translate-java,16,19,2,1,535,1311,122,54,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ptgoetz.storm-jms,16,58,0,0,353,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asual.lesscss-engine,16,484,1,11,625,35419,95,3898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,19,0,0,0,0
libgdx.box2dlights,16,1015,2,51,1182,62088,411,7054,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0,86,0,0,0,5
alexxiyang.shiro-redis,16,1378,1,20,811,58542,17,4926,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,5
rstoyanchev.spring-websocket-test,16,2160,0,60,333,83337,0,6260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,4
mongobee.mongobee,16,2836,1,44,579,81794,44,4133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,71,0,0,0,5
mikera.clisk,16,3287,0,8,2405,28400,0,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3
abel533.Mybatis-Spring,16,8722,1,398,323,377901,31,57812,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,78,0,0,3,622,0,0,0,86
perwendel.spark-template-engines,17,5933,0,162,358,176596,0,14897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,225,0,0,0,16
codelibs.elasticsearch-river-web,17,7121,1,248,751,189329,153,23940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,418,0,0,0,19
awslabs.route53-infima,17,7767,0,149,365,232123,0,17146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,584,0,0,0,0
spring-projects.aws-maven,17,8845,0,179,724,275359,0,21959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,701,0,0,0,29
hoijui.JavaOSC,18,16,0,0,218,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flipkart-incubator.zjsonpatch,18,1252,0,39,742,66570,0,8506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0
resthub.springmvc-router,18,1706,1,49,702,60449,275,6124,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,75,0,0,0,4
rstoyanchev.spring-mvc-31-demo,18,2019,0,70,336,61031,0,6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,115,0,0,0,9
b.kafka-websocket,18,5013,2,61,423,89927,84,6709,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,67,0,0,0,81,0,0,0,16
karussell.elasticsearch-reindex,18,8941,0,234,409,251057,0,25078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,430,0,0,0,13
opendatalab-de.geojson-jackson,19,799,2,37,606,50613,147,8355,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0
zyclonite.nassh-relay,19,948,0,28,738,51482,0,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18,0,0,0,14
skyscreamer.JSONassert,20,8,0,0,1033,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ehcache.ehcache-jcache,20,1414,0,27,1078,47384,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,0,0,0,8
RamosLi.dbay-apns-for-java,21,40,2,3,715,2062,139,427,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0
bulldog2011.bigqueue,21,1702,1,4,1134,31162,60,164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3
nurkiewicz.async-retry,22,23,0,1,886,868,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
MoriTanosuke.glacieruploader,22,1137,0,28,971,51284,0,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,69,0,0,0,14
vdmeer.asciitable,23,115,2,0,803,2009,54,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeemOpen.zkui,23,2634,3,172,1516,144776,701,31463,0,0,0,0,0,1,0,4,0,0,0,0,0,0,15,6,0,0,13,188,0,0,0,132
yakaz.elasticsearch-analysis-combo,23,7797,6,288,549,222372,150,28659,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,41,0,0,0,459,0,0,0,16
codelibs.elasticsearch-reindexing,24,36,0,0,385,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gary-rowe.hid4java,24,107,1,8,558,4295,126,1439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,2
ysc.search,24,640,0,20,849,30820,0,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,54,0,0,0,5
noveogroup.android-logger,25,28,0,1,1036,1306,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
morfologik.morfologik-stemming,25,119,0,1,517,3653,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
abstractj.kalium,25,625,11,4,769,11257,413,615,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
splunk.splunk-library-javalogging,25,1353,1,32,2233,43133,1396,2793,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,5
bonigarcia.webdrivermanager,26,1360,1,19,2120,53364,625,1945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,9
cloudera.kitten,26,1476,0,32,931,34829,0,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,30,0,0,0,4
suguru.cassandra-webconsole,26,3153,1,92,655,102614,102,12289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,105,0,0,0,31
stormpath.todos-jersey,27,203,1,2,895,6739,31,64,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
mvogiatzis.first-stories-twitter,27,897,0,60,894,51006,0,10232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,96,0,0,0,5
MichaelTamm.junit-toolbox,27,1113,0,19,704,33617,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4
spring-projects.spring-guice,27,1314,0,27,560,26540,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,5
kstyrc.embedded-redis,27,1800,0,4,717,37186,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
monitorjbl.excel-streaming-reader,27,5726,0,70,1542,352843,0,7006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,91,0,0,0,4
mscharhag.oleaster,28,233,1,3,1056,5722,56,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
windy1.google-places-api-java,28,746,1,23,1278,24675,410,1492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,52,0,0,0,0
pac4j.vertx-pac4j,28,1254,0,0,991,73964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bsnyder.spring-jms-examples,28,2916,0,87,276,132437,0,11345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,150,0,0,0,51
RIPE-NCC.hadoop-pcap,29,2231,0,21,1034,59727,0,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,6
medcl.elasticsearch-analysis-ik,29,6103,1,195,1279,205349,15,18253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,339,0,0,0,14
salyh.elasticsearch-security-plugin,29,16849,2,553,1036,563655,214,64939,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,82,0,3,3,968,0,0,0,84
peter-lawrey.Java-Thread-Affinity,30,497,1,10,845,6264,46,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,4
sonian.elasticsearch-jetty,30,8255,1,296,937,237671,19,31598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,1,503,0,0,0,30
sstrickx.yahoofinance-api,31,648,4,20,2091,39831,103,2851,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1
henryyan.activiti-study,31,8147,1,528,465,365121,40,109528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,71,0,0,2,524,0,0,0,429
stephenc.high-scale-lib,32,52,2,1,1136,1885,16,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
mttkay.calculon,32,132,0,4,898,12557,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
ksfzhaohui.gameserver,33,3370,3,134,528,105633,86,10074,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,173,0,0,0,23
liquibase.liquibase-hibernate,33,6101,2,269,1515,241658,90,39415,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,11,0,0,3,407,0,0,0,69
awslabs.amazon-kinesis-connectors,33,10656,2,345,1125,339756,204,38138,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,18,0,0,0,618,0,0,0,15
vidstige.jadb,35,507,0,11,1117,9027,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3
spotify.futures-extra,35,1993,0,2,649,40412,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tumblr.jumblr,36,403,0,4,1396,17583,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
blockchain.api-v1-client-java,36,564,1,4,2006,24531,67,309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
spring-cloud.spring-cloud-bus,36,1061,2,17,641,34226,62,953,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,4
ppat.storm-rabbitmq,37,437,3,8,1002,9347,104,436,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1
sleberknight.zookeeper-samples,37,708,0,28,985,24883,0,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,57,0,0,0,6
google.gwtmockito,37,12802,2,402,332,455235,89,63371,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,149,0,1,0,1289,0,0,0,47
brsanthu.google-analytics-java,38,509,1,14,2181,18065,206,1447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,51,0,0,0,3
kpelykh.docker-java,38,1242,7,21,1768,52770,593,2061,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,5
jeluard.semantic-versioning,39,357,4,7,1584,19769,275,424,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
kenglxn.QRGen,39,556,0,27,1473,23857,0,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,66,0,0,0,0
jesperfj.force-rest-api,39,642,7,19,1207,39077,356,2790,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1
odiszapc.nginx-java-parser,40,198,4,10,1515,8412,397,1389,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,4
